(AO)Percentage SLAs Met,Ageing,Average Resolution Effort - Incidents,Average Resolution Effort - Problems,Backlog Processing Efficiency - Incidents,Backlog Processing Efficiency - Problems,Delivered Defects,clusters_second_pass,warning_second_pass
96.67,2,1.05,11,1,1.14,0,0,
100,2,1.06,14,1,1,0,0,
100,0,1,1,1,1,1,0,
100,0,1,1,1,1,1,0,
100,0,1,1,1,1,1,0,
100,0,2,1,1,1,1,0,
100,0,5.82,185,1.07,1,2,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,0,0,0.94,1.81,0,0,
100,0,0,0,1,0.36,0,0,
100,0,0,0,1,1,1,0,
100,0,0,0.5,1,1,1,0,
100,0,4.65,15,1,1,0,0,
100,0,1.71,2,0.82,1,0,0,
100,0,10.71,16,1.8,1,0,0,
80,0,0,0,1,1,3,0,
100,0,0,3,1,1,0,0,
100,0,0,1,1,-0.01,0,0,
97.87,0,3.67,1,0.99,1,0,0,
100,0,4,20,1,1,0,0,
100,0,42.67,2.36,1,1,0,0,
90,7,0.3,0.39,-0.49,-1.7,6,9,Negative values entered
100,0,1,1,1,1,15,0,
100,0,32.28,0,1.33,2,0,0,
100,0,9.84,35,0.96,1,0,0,
100,0,2.41,2.67,0.88,1.5,1,0,
100,0,8.68,15.94,1.07,1.89,0,0,
106.76,3,5.09,20.58,1,1.15,9,5,"%SLAs met is more than 100%, please re-check"
100,0,10.99,42,1.21,2.25,0,0,
100,6,5.78,16,1.17,-3,0,0,
90.91,66,3.52,40,1.2,4,1,0,
100,0,4.83,40,0.97,6.5,0,0,
100,0,9.32,16.25,1.03,1,0,0,
100,0,0,0,0.94,0.82,0,0,
100,0,8.46,7.14,1.18,1,0,0,
100,0,11,4,1,1,1,0,
100,0,1,2,1,1,5,0,
200,58,1.67,6.64,-0.35,-1.45,2,5,"%SLAs met is more than 100%, please re-check"
100,0,2.83,6.86,2.5,3.5,14,0,
100,0,3.98,9,1.43,1,0,0,
100,169,3.78,17.6,1.22,-0.07,11,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,169,3.8,14.55,1.11,-0.07,11,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,13.64,10,0.94,0.75,0,0,
100,1,6.91,11,1,1,0,0,
100,0,42.74,4063.4,1.06,-0.11,0,1,"Ageing and Delivered Defects values are on the lower side, however ARE-I and ARE-P values are unusually higher than normal. Could indicate that the project is meeting all SLAs, however spending majority of efforts in incident or problem resolution"
100,0,52.72,2375.36,1.07,-0.15,0,1,"Ageing and Delivered Defects values are on the lower side, however ARE-I and ARE-P values are unusually higher than normal. Could indicate that the project is meeting all SLAs, however spending majority of efforts in incident or problem resolution"
100,0,50.66,3761.06,1.07,-0.22,0,1,"Ageing and Delivered Defects values are on the lower side, however ARE-I and ARE-P values are unusually higher than normal. Could indicate that the project is meeting all SLAs, however spending majority of efforts in incident or problem resolution"
100,0,6.9,13.33,1.05,1,10,0,
95.75,23,53.06,60,1.05,1.17,6,0,
100,49,51.25,42.5,1.11,1.14,4,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
95,35,46.58,64.86,0.99,0.64,3,0,
100,0,4.75,18,1,2.5,0,0,
99.37,0,0.96,72,1,1,0,0,
80,53,0.04,4,1.26,1,0,0,
100,0,0,0,1,1,0,0,
100,0,0,0,1,1,0,0,
100,0,0,0,1,1,0,0,
100,0,0,0,1,1,0,0,
100,0,0,30,0.92,1,0,0,
100,0,0,0,1.7,3,0,0,
92.93,138,0.69,11.67,0.89,-0.2,0,0,
100,169,1.28,14.43,1.07,-0.74,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
85.06,0,6.27,5.56,1,0.6,0,0,
82.62,0,6.78,0,1.71,0.53,0,0,
100,0,9.24,8.81,-6.83,-7.17,0,9,Negative values entered
71.43,0,33.8,62,5,1,0,0,
100,0,4.2,32.67,1,0.94,0,0,
96.43,153,24.77,22,1,1,0,0,
100,0,2.21,16,1,1,0,0,
100,0,1.75,0.63,1,1,1,0,
100,0,8.46,8,0.92,0.8,0,0,
82.35,1,94.78,259.38,1.42,1.14,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
99.11,3,1.4,14.67,1.01,1,0,0,
100,0,2.15,10,1.35,0.33,0,0,
100,0,1,0.67,2,4,0,0,
100,0,2.06,22,1,1,0,0,
100,0,2.04,22,1,1,0,0,
100,0,2.06,22,1,1,0,0,
100,0,1.33,27.59,1,1.12,0,0,
98.08,0,2.76,1,0.97,1,0,0,
100,0,1,1,1,1,13,0,
100,0,17.77,23.36,2.23,11,0,0,
100,0,6.11,32.19,1,1,0,0,
100,0,6,31.56,1,1,0,0,
100,0,3.34,0,1.29,2.25,0,0,
100,0,13.53,0,0.82,1.33,0,0,
95.75,25,55.55,81.25,0.76,1.6,6,0,
90.91,5,99.86,611.5,0.92,0.44,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
53.85,4,132.69,404.33,1,1.2,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,1,1,1,1,0,0,
100,6,2.5,0.02,1.6,26.38,0,0,
95.65,0,1.67,0,1,0.76,0,0,
95.65,0,4.57,0,1,0.27,0,0,
125,7,1.21,2.82,-1.04,-0.38,5,5,"%SLAs met is more than 100%, please re-check"
100,0,3.39,1,0.89,1,0,0,
100,0,42.48,22.11,0.87,0.86,0,0,
100,0,30,101.33,1,1,0,0,
100,0,3.43,45.82,1,1,2,0,
100,0,33.5,18.64,1,1,3,0,
100,0,2,2,1,1,0,0,
100,0,0.94,2,1,1,0,0,
100,0,4.23,17.6,0.76,1,0,0,
100,0,5.59,41.87,0.83,2,0,0,
100,0,0.95,13.33,1.04,1,10,0,
100,1,12.56,8.6,0.94,2.5,0,0,
100,1,56,4,-1,-1,0,9,Negative values entered
100,0,3.67,39.71,1,0.89,0,0,
100,0,2,0.75,1,1,1,0,
100,0,1.6,0.64,1,1,1,0,
100,0,11,8,0.98,0.86,0,0,
100,0,9.56,8,1.39,1.8,0,0,
85.29,3,91.59,307.5,0.92,0.5,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
86.67,3,91,266.67,1.15,1.5,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
76.92,3,94.54,1282,1.04,0.25,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,1.09,8.2,0.8,1,6,0,
100,0,10.93,10,0.93,1,0,0,
100,0,10.5,35,2,1,0,0,
100,0,12.04,35,1.15,1,0,0,
100,0,3.15,2.21,1.08,1.03,0,0,
100,0,5.78,9.45,1,1,0,0,
100,0,3.04,9.45,1.57,1,0,0,
100,0,2.47,34,1.16,0.25,0,0,
100,0,2.63,10.2,0.93,1,0,0,
100,0,1.77,5.89,0.96,1,0,0,
100,0,6.89,5.21,1.42,-0.45,5,0,
100,0,9.57,9.57,1,1,0,0,
100,0,8.28,21,1.09,1,0,0,
100,0,2,6,0.99,1,0,0,
100,0,0.94,2,1,1,0,0,
100,0,2,2,1,1,0,0,
100,0,8.44,8.44,1,1,0,0,
100,0,0.9,0.9,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,0.64,42,1.09,0.86,355,3,Delivered Defects values entered look unusually higher than normal (atleast 100 times higher). Maybe inflow of incidents tickets has increased
100,0,2.31,60,1.19,1,29,0,
150,3,28.51,4.89,-0.5,-0.48,5,5,"%SLAs met is more than 100%, please re-check"
100,0,2.05,6.67,1,1,0,0,
100,0,2.28,7,1,1,0,0,
100,0,2.9,1,1,1,1,0,
100,0,1.1,16,1,-1,0,0,
100,2,4.27,4,1.37,-1,0,0,
100,0,2.18,9,1,1,0,0,
100,0,2.18,9,1,1,0,0,
100,0,0.94,2,1,1,0,0,
100,0,0.89,8,1,1,0,0,
100,0,2,1,1,1,1,0,
85.71,3,30.81,7.63,-0.5,-0.3,5,9,Negative values entered
100,0,1.11,1.11,1,1,0,0,
100,169,3.32,6.96,1.14,-0.14,11,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,1.96,1.96,1,1,13,0,
100,0,2.43,2.43,1,1,7,0,
100,10,0,8,1,1,2,0,
100,0,16,21.33,1,1,0,0,
100,0,8,8,0.83,0.83,0,0,
14.29,0,8,40,0.85,0.5,0,0,
100,0,5.8,7.6,1,0.98,0,0,
100,0,0,6.28,1.09,-0.54,0,0,
100,0,0.6,3.13,1.04,2.38,0,0,
100,0,1.74,13.58,1.1,-0.21,0,0,
100,10,0,8,1,1,2,0,
87.5,0,8,8,0.88,0.8,0,0,
100,0,8,8,0.83,0.83,0,0,
100,0,1.79,2,3,1,0,0,
100,0,0.86,80,1.03,1.25,0,0,
100,0,8,9.25,1,1,0,0,
100,0,16.84,112,0.97,0.17,0,0,
100,0,3.98,9,1.43,1,0,0,
100,0,2.08,15,1,1,0,0,
100,0,2.08,15,1,1,0,0,
100,0,2.08,15,1,1,0,0,
100,0,34.72,19.65,0.86,0.67,0,0,
91.57,326,1.04,30.29,1.06,-0.28,0,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
98.97,1,1.39,10.5,1,1,0,0,
100,0,11,5.14,1,1,0,0,
80,27,0.06,4,1.24,1,0,0,
100,0,1.72,30,1,1,0,0,
100,0,1.72,30,1,1,0,0,
95.12,0,0,0.93,1.43,5,0,0,
100,0,0,0,1,0.63,0,0,
100,0,4.58,37.62,1,0.25,0,0,
100,0,3.88,44.43,1,0.31,0,0,
100,0,9,36,2.19,1,0,0,
100,0,9,36,1.1,1,0,0,
100,0,3.82,16.56,1,1.78,0,0,
100,0,0.28,0.28,1,1,28,0,
100,0,3.45,145,0.95,1,0,0,
100,0,1.5,2.17,2,6,5,0,
100,0,1.17,2,1,1,0,0,
100,0,8.61,13.91,0.96,1.28,0,0,
100,0,9.71,20.71,1.23,1.56,0,0,
100,0,0.32,0.32,1,1,20,0,
100,0,7.98,26,1.26,1,0,0,
100,10,1,1,-1,-1.03,10,9,Negative values entered
100,0,1.42,1,0.97,1,0,0,
95.45,0,1.62,14,1,1,0,0,
100,0,0,0,1,1,0,0,
100,0,0,0,1,1,0,0,
100,0,10.47,20,0.95,1,1,0,
100,0,2.01,2.14,1.19,0.85,1,0,
100,0,5,20,1,1,0,0,
100,0,13.35,45,1.1,1,0,0,
100,0,8.47,21,1.08,1,0,0,
100,0,6.25,29.64,1,0.93,0,0,
100,0,5.39,30.79,1,0.9,0,0,
100,0,7.78,40,1,1,0,0,
100,0,6.35,10,1,1,0,0,
100,0,6.44,20.43,0.96,1,0,0,
100,0,6.67,10,1.02,1,7,0,
100,0,5.98,11.32,0.88,1,0,0,
100,0,9.71,11,1,1,0,0,
100,0,3.72,1,1.12,1,0,0,
100,0,0,0,1.08,1.2,2,0,
100,0,10.4,10.4,1,1,120,0,
100,0,9.74,9.74,1,1,140,0,
100,0,0,0,2.2,8,0,0,
100,0,5.81,46.61,1.05,4,0,0,
100,0,1.35,6,1.14,1,0,0,
100,0,6.89,5.21,1.42,-0.45,5,0,
100,0,4.61,4.61,1,1,0,0,
100,0,0.51,0.56,1,1,0,0,
100,0,0.97,8,0.83,1,0,0,
100,0,2,1,1,1,1,0,
100,0,1,1,1,1,1,0,
100,0,1,1,1,1,1,0,
100,100,0,0.01,0.74,0.5,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,4,3.7,96.88,1.21,2.67,0,0,
100,0,2.75,0.63,1,1,1,0,
90.48,5,127.62,1453,1.17,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
86.67,3,90,264.5,1.67,2,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,3.5,3,0.98,1,0,0,
100,0,3.59,3,1.12,1,0,0,
100,0,4.25,38.08,0.96,0.87,0,0,
100,0,17.39,7.83,0.82,1,0,0,
100,1,4,5,2.26,1,0,0,
100,0,4.38,16.67,1.02,1,0,0,
91.87,171,1.15,20.4,1.05,-0.63,0,0,
90.44,248,0.86,25.5,1.08,-0.31,0,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
92.14,199,0.69,8,0.89,-0.62,0,0,
100,0,6.22,1,1,1,0,0,
100,0,9,8,0.86,1,0,0,
100,0,11.75,15,1,3,0,0,
100,0,4.82,35,0.97,1.33,0,0,
100,0,4.12,13.42,0.9,1.29,0,0,
100,0,4.82,35,0.97,1.33,0,0,
100,0,2.38,50,1.19,1,0,0,
90,0,8,8,0.9,0.71,0,0,
100,0,4,0.67,2.5,-1,100,0,
100,0,6.52,7.22,1.53,1.29,0,0,
100,0,0,0,0,0,0,0,
100,0,0,0,1,1,0,0,
100,0,0,0,0,0,0,0,
100,0,1,0.5,1,1,10,0,
100,0,8,8,1,1,0,0,
96.67,0,6.5,74.52,1,1.07,0,0,
100,2,90,8,1,1,0,0,
100,6,9.29,16,0.7,3.5,0,0,
100,0,5.49,1,-2.55,1,23,0,
100,0,1.31,2,1.02,1,0,0,
100,0,10,1,12.5,-1,10,0,
100,0,0,40,1.07,1,0,0,
100,0,0.4,6.5,1,1,0,0,
100,0,2.08,15,1,1,0,0,
100,0,2.08,15,1,1,0,0,
100,0,2.08,15,1,1,0,0,
100,0,1.38,10,1,1,0,0,
99.2,0,1.4,8.75,1.02,1,0,0,
100,0,20.96,18,0.72,1,0,0,
100,0,3.24,11.5,1.18,1,0,0,
100,0,8.04,1,0.96,1,1,0,
100,37,17.83,23,6.56,1,0,0,
100,32,21.8,64.33,8.1,1,12,0,
100,0,0,1,1.34,3.13,0,0,
100,0,3.85,1,-2.8,1,20,0,
95.75,33,54.81,34,0.79,4,6,0,
80,18,0.04,4,1.55,1,0,0,
100,0,5.29,10,1.14,1,0,0,
100,0,4.66,11,1,1,0,0,
100,0,6.11,10,1.14,1,0,0,
100,0,0,0,1,1,0,0,
97.13,0,3.23,15.29,1.02,2,0,0,
100,0,6.11,32.19,1,1,0,0,
100,0,0,0,0.71,0.75,0,0,
97.97,4,3.23,15.29,1.02,2,0,0,
100,180,1.46,28.71,1.1,-0.33,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
92.34,111,0.69,9.36,0.89,-0.3,0,0,
100,0,5.5,3,1,1,0,0,
100,0,4.19,3.89,2.28,1.32,0,0,
88.89,0,2.58,27.5,1,1,0,0,
100,0,4.21,6.55,1,1,0,0,
100,0,5.59,4.55,1,1,0,0,
100,0,4.18,3.91,2.29,1.32,0,0,
100,0,6.07,4.42,1,1,0,0,
100,0,0.79,4,1,0.25,20,0,
100,0,0.53,20,1.19,1,3,0,
100,0,5.36,60,0.93,2,0,0,
99.44,2,1.4,14.67,0.99,1,0,0,
100,0,9.53,21,0.95,2,0,0,
100,0,4.83,130.5,0.88,0.06,0,0,
95.65,0,3.51,0,1,0.34,0,0,
100,0,8.69,45,0.82,1,0,0,
100,0,5.5,29.67,1,1.15,0,0,
100,0,1.67,23.63,0.96,0.43,0,0,
83.33,13,0,0,54.73,1,0,0,
100,0,5,36.67,1,1,0,0,
100,0,7.33,7,1,1,3,0,
100,0,9.75,6.5,1,1,4,0,
100,0,10,21.54,1.11,2.17,0,0,
100,0,3.88,9.24,0.71,1.33,0,0,
97.51,0,0.96,18.86,1.18,1.4,0,0,
100,0,0,0,1.27,1,0,0,
100,0,6.64,144,1.44,1,0,0,
100,20,6.1,48,1.06,-0.38,0,0,
100,0,17.27,19.62,0.95,1.17,0,0,
100,0,18.71,25.17,1.01,1.33,0,0,
100,0,0.23,1,1,1,0,0,
100,0,0.23,1,1,1,0,0,
100,0,0.23,1,1,1,0,0,
100,0,3.36,3,1.39,1,0,0,
86.36,0,14.01,0,0.95,1.65,0,0,
100,0,28.63,40,1.55,-0.33,0,0,
100,2,2.79,39.61,1.09,5,0,0,
100,0,38.94,50,1,1,0,0,
100,0,8,21,1.08,1,0,0,
100,0,8.91,21,1.08,1,0,0,
100,0,10.79,42,1.1,1.25,0,0,
100,0,11,42,1.02,1.25,0,0,
100,0,10,10,1,1,0,0,
100,1,0.2,0.13,1,1,0,0,
100,0,10.45,35,1.02,1,0,0,
100,0,1.28,2.19,1.23,1.19,2,0,
100,0,0.81,3.63,2.96,1.1,0,0,
100,0,8.65,21,1.07,1,0,0,
100,0,7.29,0.7,1,1,0,0,
91.67,11,25.83,14.33,0.94,1,1,0,
91.67,11,25.83,14.33,0.94,1,1,0,
100,1,1.54,8,1.09,1,0,0,
100,0,2,1,1,1,1,0,
100,0,2,1,1,1,1,0,
100,0,4.87,20,1,1,0,0,
100,0,2.4,60.17,1,1,0,0,
97.78,3,1.04,1,1.02,1,2,0,
100,0,2.09,16.43,1.1,1.17,355,3,Delivered Defects values entered look unusually higher than normal (atleast 100 times higher). Maybe inflow of incidents tickets has increased
100,8,19.91,30.67,1.24,0.6,0,0,
100,12,37.74,8.5,1.17,0.5,0,0,
100,0,6.27,109.33,1.05,0.43,0,0,
100,0,1,3.43,1,1,0,0,
100,0,5.43,32.33,1.04,1.5,1,0,
100,0,0,0,1,-0.03,0,0,
100,9,1.25,1,-1,-1,9,9,Negative values entered
100,0,0.62,10,1.1,1,0,0,
100,0,10.53,100,1.12,0.67,0,0,
100,0,22.68,18,1.08,0.33,0,0,
95,36,33.79,73,1.28,0.11,5,0,
100,0,3.81,97,0.82,0.6,0,0,
100,0,4.9,13.05,1,1,0,0,
15.15,7,1.21,2.82,-1.04,-0.38,5,9,Negative values entered
100,0,2,1,1,1,1,0,
100,0,10.98,98,1,5,0,0,
100,0,9.15,46,0.96,0.33,0,0,
94.44,4,2.59,2.56,1.02,1,1,0,
100,0,11.61,38.06,0.7,2.83,0,0,
100,0,4.67,7.48,1.15,1.7,0,0,
100,0,5.7,10,1.05,0.85,0,0,
100,1,6.4,0,1.25,1,0,0,
100,1,10,1,1,1,0,0,
100,1,8,1,1,1,0,0,
100,1,80,8,1,1,0,0,
100,2,72,8,1,1,0,0,
100,0,0,0,1.24,1.5,0,0,
100,0,0,0,1.37,1,0,0,
100,37,0.06,4,1.2,1,0,0,
100,1,4,5,2.26,1,0,0,
100,1,4.65,22.26,1.21,0.47,0,0,
100,0,9.15,49.8,1.01,1,0,0,
100,0,10.31,80,1,1,0,0,
100,0,2,1.23,1,0.92,0,0,
100,47,15.29,14.8,1,1,2,0,
100,0,3.74,10,1.11,1,0,0,
80,0,0,0,1,1,0,0,
100,0,2.18,12,1,1,0,0,
100,0,8.52,8.52,1.26,1.26,0,0,
100,0,4,0.67,2.5,-1,0,0,
100,0,11,20,1,1,1,0,
100,0,3.23,30.25,1.03,1,0,0,
100,0,0,0.06,0.8,0.89,1,0,
100,0,10,10,1,1,0,0,
100,0,2.69,8.62,0.48,0.4,0,0,
100,0,2.12,2.96,0.37,1.5,0,0,
100,0,7.97,35,1.17,1.13,2,0,
100,0,8.19,27.73,0.95,1,4,0,
100,0,10.25,13,1,0.5,0,0,
100,31,58.53,48.33,0.98,3,4,0,
100,0,4,23.33,0.82,1,0,0,
100,0,4.32,29.82,0.91,1,0,0,
100,0,5.4,41.25,1,0.87,0,0,
100,0,0,1.25,1,-4,0,0,
99.89,0,2,2.1,1,1.01,0,0,
100,0,2,2.01,1,1.01,0,0,
150,7,1,1,-1.5,-0.71,9,5,"%SLAs met is more than 100%, please re-check"
100,0,11,5.14,1,1,0,0,
80,40,0.03,4,1.55,1,0,0,
80,40,0.03,4,1.55,1,0,0,
100,0,2.65,1,8.67,1,3,0,
100,100,0,0.01,0.74,0.5,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
95.01,0,0,1,1,1,0,0,
95.51,0,0,1,1,1,0,0,
100,0,4.87,20,1,1,0,0,
100,0,0.06,0.04,1.43,7,0,0,
100,0,0.06,0.04,1.43,7,0,0,
100,0,0.06,0.04,1.43,7,0,0,
100,0,0.06,0.04,1.43,7,0,0,
100,0,4,4,1,1,0,0,
100,0,4,8,1,1,0,0,
100,19,9.16,26.67,1.19,1,0,0,
100,0,2,1,1,1,0,0,
100,0,1.5,1,1,1,0,0,
100,0,2,1,1,1,0,0,
100,0,10.09,20,1.09,1,1,0,
88.89,0,16,4.67,1,1,4,0,
100,0,3.25,3,1,1,0,0,
100,0,6.5,11.58,1.64,1.12,0,0,
100,0,6.1,10,1.37,1,0,0,
100,0,5.7,10,1.27,1,0,0,
99.05,0,0,0,1.11,-0.25,0,0,
98.82,0,0,0,1.04,-0.38,0,0,
100,0,0.64,20,1.09,1,3,0,
100,22,16.67,14.83,10.47,1,0,0,
100,12,16.83,24.83,7.24,1,0,0,
100,0,10,10,1,1,0,0,
100,0,18,20,1,1,0,0,
100,0,10,14.29,1,1,0,0,
100,0,5.62,11,0.97,1,0,0,
100,0,5.6,11.21,0.89,1,14,0,
100,0,5.44,11.03,0.98,1,0,0,
71.43,0,1.7,1.1,6,1.4,0,0,
100,2,18.08,10,1,1,3,0,
100,0,50,50,1,1,18,0,
100,0,24.7,24.7,1,1,28,0,
100,0,7.22,5.36,1.04,2.8,3,0,
100,0,6.15,4.23,1.09,1.47,0,0,
100,0,8.59,27.17,0.97,0.86,0,0,
100,0,9.29,9.29,1,1,155,0,
100,0,12.7,12.7,1,1,46,0,
97.13,4,3.23,15.29,1.02,2,0,0,
97.97,4,3.23,15.29,1.02,2,0,0,
97.13,0,3.23,15.29,1.02,2,0,0,
100,0,0,0,0.71,0.25,0,0,
100,0,1.46,5.3,1,0.45,0,0,
100,0,1.88,1.88,1,1,0,0,
100,0,1.88,0,1.1,-0.29,0,0,
100,0,3.11,0,1.06,-0.33,0,0,
100,0,4.14,37.14,1.31,1.17,0,0,
95.56,0,7.18,26,1,1,0,0,
100,0,5.32,30.63,0.87,0.89,0,0,
100,0,5.52,29.43,0.92,0.93,0,0,
100,0,6.89,5.21,1.42,-0.45,5,0,
100,0,3,0,1.1,-0.18,0,0,
100,0,3.45,53.69,1.09,8,0,0,
95,0,2.7,3,-12.27,1,1,0,
100,0,4,2,1,1,0,0,
100,0,7.07,97.71,1.05,3.5,0,0,
100,0,16.52,128.8,1.17,-1.67,0,0,
100,0,6.22,1,1,1,0,0,
100,1,4,4,1.9,1,0,0,
100,0,3.74,30,1,1.3,0,0,
100,0,3.68,26.67,1.16,1.71,0,0,
100,0,0.5,10,1,0.8,1,0,
100,0,3.19,32,1.24,-0.33,0,0,
100,5,3.51,76.45,1.15,11,0,0,
100,1,10.86,30,1,1,0,0,
100,0,4.51,5.25,1,1,0,0,
100,0,4.53,33.67,1,1,0,0,
100,1,7.71,1.57,1.14,1.03,1,0,
100,0,1.97,0.61,1,1,0,0,
100,6,3.87,0.5,1.23,1,2,0,
100,0,4.88,2.44,1,1,0,0,
100,0,19.77,51,0.81,1,0,0,
99.66,0,2,2.02,1.01,1,0,0,
100,0,1.94,2,1.01,1,0,0,
100,0,11.67,33.33,1,1,0,0,
100,1,1,1,-1,-1,1,9,Negative values entered
66.67,8,1.3,0.83,-1.77,-0.73,5,9,Negative values entered
100,0,10.35,95.12,0.89,0.33,0,0,
100,0,5.17,5.17,1.27,1.27,0,0,
100,0,8.52,8.52,1.26,1.26,0,0,
100,0,10.98,98,1,5,0,0,
99.61,0,1.37,89.33,0.97,0.67,0,0,
100,0,0.72,209.25,0.98,0.56,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
99.16,0,1.08,107.37,1.01,0.45,0,0,
100,0,51,50,5.5,1,0,0,
100,0,23.54,28,2.17,0.5,0,0,
95.65,0,6.36,13.33,0.88,1,0,0,
100,0,8.15,13.33,0.95,1,0,0,
100,0,10,8,0.8,0.67,0,0,
100,0,8,8,1,1,0,0,
100,0,0.2,8.8,1.09,1.25,0,0,
100,0,0.21,54,1.2,1,0,0,
100,0,2.21,2,1,1,0,0,
100,0,2.54,1,5.6,1,3,0,
100,0,1.9,10.83,0.96,1,0,0,
100,0,1.33,2,0.93,2,0,0,
100,0,10,5,0.56,1,0,0,
100,0,6.61,0,1,1,0,0,
100,1,10,2,1,1,0,0,
100,0,7.71,8,1,1,0,0,
100,0,8,9,1,1,0,0,
100,0,8.11,8,1,1,0,0,
102.4,7,0.93,4.5,0.95,0.5,0,5,"%SLAs met is more than 100%, please re-check"
100,0,0.53,20,1.19,1,3,0,
100,0,0,0,1.25,0.14,0,0,
100,0,0,0,1.75,1.5,0,0,
93.75,530,0,5.92,1.04,1,0,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
100,309,3.94,25.63,1.19,0.5,0,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
100,5,1.2,1.2,0.91,1,0,0,
100,5,1.14,1.3,1,1.02,0,0,
100,0,90,90,1,1,0,0,
100,0,12.71,34,1.06,2.5,0,0,
100,0,1,1.5,1,1,0,0,
100,0,10.53,40,1.2,0.08,0,0,
100,0,14.86,45.25,1.13,1.33,0,0,
100,0,12.97,70,0.92,0.5,0,0,
100,0,5.04,8.08,0.9,0.8,0,0,
100,0,32.4,32.4,1,1,0,0,
100,0,0.1,0.1,1,1,0,0,
100,1,0.24,0.52,1.06,1.5,0,0,
100,0,12.33,25.57,1.11,0.88,0,0,
100,0,6.46,29.5,0.89,0.46,0,0,
100,0,3.24,6.36,1,1,0,0,
100,1,1.58,8,1.1,1,0,0,
100,0,0.23,1,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,10,10,1,1,0,0,
100,0,3.7,1,1,1,0,0,
100,0,10.67,6,1,1,3,0,
97.97,4,3.23,15.29,1.02,2,0,0,
98.74,0,6.35,6.81,1.03,2,0,0,
100,0,9.6,13.75,1.25,1.14,0,0,
100,0,6.99,13.18,1.34,1.22,0,0,
100,0,6.67,6,1,1,3,0,
100,0,15.93,180,1.17,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,26.85,39.27,1,1,0,0,
100,0,30.94,38.59,1,1,0,0,
100,0,7.88,39.5,0.89,1,0,0,
100,0,6.97,24,0.88,1,0,0,
100,0,10.27,39.5,0.86,1,0,0,
100,0,0,8,0.91,1,1,0,
100,342,3.31,20.45,1.16,1.83,0,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
100,322,4.57,27.92,1.14,0.86,7,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
88.89,0,4.67,22.35,1,1,0,0,
